S. No.,INSTITUTE NAME,INSTITUTE TYPE,FW,BRANCH,NATIONALPLAYER,OPENING JEE COMMON RANK,CLOSING JEE COMMON RANK,ALLOTTED CATEGORY,DOMICILE,TOTAL ALLOTTED
244,"Hitkarni College of Engineering & Technology, Jabalpur (1997)",private,N,CSE,,281836,1437564,UR/X/OP,,5
245,"Hitkarni College of Engineering & Technology, Jabalpur (1997)",private,N,CSEIML,,1020416,1344908,UR/X/OP,,3
246,"IASSCOM fortune Institute of Technology, Bhopal (2008)",private,N,CSE,,354353,941964,UR/X/OP,,2
247,"IASSCOM fortune Institute of Technology, Bhopal (2008)",private,N,EC,,1249594,1249594,UR/X/OP,,1
248,"IES College of Technology, Bhopal (2007)",private,N,AIAIDS,,1075256,1075256,EWS,,1
249,"IES College of Technology, Bhopal (2007)",private,Y,AIAIDS,,473825,765328,FW/OP,,3
250,"IES College of Technology, Bhopal (2007)",private,N,AIAIDS,,269004,1444614,UR/X/OP,,20
251,"IES College of Technology, Bhopal (2007)",private,Y,CSE,,303354,938874,FW/OP,,9
252,"IES College of Technology, Bhopal (2007)",private,N,CSE,,203071,1452164,UR/X/OP,,44
253,"IES College of Technology, Bhopal (2007)",private,N,CSECS,,916851,916851,EWS,,1
254,"IES College of Technology, Bhopal (2007)",private,Y,CSECS,,1009384,1370497,FW/OP,,3
255,"IES College of Technology, Bhopal (2007)",private,N,CSEDS,,985497,1431884,UR/X/OP,,2
256,"IES College of Technology, Bhopal (2007)",private,Y,CSEIML,,574450,1315287,FW/OP,,6
257,"IES College of Technology, Bhopal (2007)",private,N,CSEIML,,271639,1366543,UR/X/OP,,13
258,"IES College of Technology, Bhopal (2007)",private,Y,EC,,1179721,1179721,FW/OP,,1
259,"IES College of Technology, Bhopal (2007)",private,N,EC,,1275814,1275814,UR/X/OP,,1
260,"IES College of Technology, Bhopal (2007)",private,N,ELECT ELEX,,819099,1433904,UR/X/OP,,2
261,"IES College of Technology, Bhopal (2007)",private,N,MECH,,954598,954598,UR/X/OP,,1
262,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,CE,,349364,1347277,EWS,Y,4
263,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,Y,CE,,481912,550714,FW/OP,Y,3
264,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,CE,,367731,1034120,UR/X/F,Y,7
265,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,CE,,146246,227870,UR/X/OP,AI,3
266,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,CE,,437200,1473150,UR/X/OP,Y,56
267,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,416304,633788,EWS,Y,7
268,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,Y,EC,,253760,267004,FW/OP,Y,3
269,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,1052713,1052713,JKM,N,1
270,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,851848,991272,OBC/X/F,Y,2
271,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,711435,1463022,OBC/X/OP,Y,30
272,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,910346,1149791,SC/X/OP,Y,3
273,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,324382,671086,UR/X/F,Y,7
274,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,124928,128235,UR/X/OP,AI,3
275,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EC,,184598,705814,UR/X/OP,Y,22
276,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EE,,621572,967989,EWS,Y,7
277,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EE,,216777,1359937,UR/X/F,Y,7
278,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EE,,134489,167447,UR/X/OP,AI,3
279,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,EE,,268481,1402836,UR/X/OP,Y,41
280,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,165586,384376,EWS,Y,7
281,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,Y,IT,,153190,191780,FW/OP,Y,3
282,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,489979,489979,JKM,N,1
283,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,438727,442140,OBC/X/F,Y,2
284,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,452184,543216,OBC/X/OP,Y,22
285,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,498845,498845,SC/X/F,Y,1
286,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,635602,1452525,SC/X/OP,Y,9
287,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,1005454,1228808,ST/X/OP,Y,2
288,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,268128,353716,UR/X/F,Y,7
289,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,85380,115171,UR/X/OP,AI,3
290,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,IT,,222797,415747,UR/X/OP,Y,21
291,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,MECH,,661796,1424868,EWS,Y,7
292,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,MECH,,669152,669152,UR/X/F,Y,1
293,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,MECH,,184885,235108,UR/X/OP,AI,3
294,"Indira Gandhi Engineering College, Sagar (IGEC) (1981)",GOVT,N,MECH,,182123,1440923,UR/X/OP,Y,20
295,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIML,,65186,908961,EWS,,22
296,"Indore Institute of Science & Technology, Indore (2003)",private,Y,AIML,,206410,340888,FW/OP,,9
297,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIML,,580781,1001046,OBC/X/OP,,97
298,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIML,,788901,1279329,SC/X/OP,,12
299,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIML,,786984,1189091,ST/X/OP,,4
300,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIML,,65089,577417,UR/X/OP,,90
301,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIR,,335004,807087,EWS,,3
302,"Indore Institute of Science & Technology, Indore (2003)",private,Y,AIR,,349836,358368,FW/OP,,2
303,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIR,,776432,1134813,OBC/X/OP,,19
304,"Indore Institute of Science & Technology, Indore (2003)",private,N,AIR,,277702,685062,UR/X/OP,,15
305,"Indore Institute of Science & Technology, Indore (2003)",private,N,CE,,718830,718830,EWS,,1
306,"Indore Institute of Science & Technology, Indore (2003)",private,N,CE,,1295138,1456788,OBC/X/OP,,5
307,"Indore Institute of Science & Technology, Indore (2003)",private,N,CE,,616698,1167966,UR/X/OP,,29
308,"Indore Institute of Science & Technology, Indore (2003)",private,N,CEWCA,,1256295,1469850,EWS,,3
309,"Indore Institute of Science & Technology, Indore (2003)",private,N,CEWCA,,1310727,1441688,OBC/X/OP,,19
310,"Indore Institute of Science & Technology, Indore (2003)",private,N,CEWCA,,651152,947114,UR/X/OP,,15
311,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,118423,682355,EWS,,37
312,"Indore Institute of Science & Technology, Indore (2003)",private,Y,CSE,,157973,279027,FW/OP,,15
313,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,502377,502377,JKM,,1
314,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,462312,872405,OBC/X/OP,,157
315,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,545004,1461588,SC/X/OP,,21
316,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,632318,1458350,ST/X/OP,,10
317,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSE,,50578,461327,UR/X/OP,,150
318,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSEDS,,739460,1049705,EWS,,7
319,"Indore Institute of Science & Technology, Indore (2003)",private,Y,CSEDS,,208082,299449,FW/OP,,3
320,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSEDS,,684449,1101308,OBC/X/OP,,34
321,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSEDS,,757896,1191625,SC/X/OP,,3
322,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSEDS,,871885,871885,ST/X/OP,,1
323,"Indore Institute of Science & Technology, Indore (2003)",private,N,CSEDS,,217988,537116,UR/X/OP,,30
324,"Indore Institute of Science & Technology, Indore (2003)",private,N,EC,,428608,1234796,EWS,,7
325,"Indore Institute of Science & Technology, Indore (2003)",private,Y,EC,,316870,384650,FW/OP,,3
326,"Indore Institute of Science & Technology, Indore (2003)",private,N,EC,,879975,1341449,OBC/X/OP,,36
327,"Indore Institute of Science & Technology, Indore (2003)",private,N,EC,,1173130,1400870,SC/X/OP,,2
328,"Indore Institute of Science & Technology, Indore (2003)",private,N,EC,,204446,864835,UR/X/OP,,30
329,"Indore Institute of Science & Technology, Indore (2003)",private,N,ECS,,963218,1193632,EWS,,7
330,"Indore Institute of Science & Technology, Indore (2003)",private,Y,ECS,,143500,560112,FW/OP,,3
331,"Indore Institute of Science & Technology, Indore (2003)",private,N,ECS,,1042474,1232630,OBC/X/OP,,37
332,"Indore Institute of Science & Technology, Indore (2003)",private,N,ECS,,1433229,1433229,SC/X/OP,,1
333,"Indore Institute of Science & Technology, Indore (2003)",private,N,ECS,,411476,793185,UR/X/OP,,30
334,"Indore Institute of Science & Technology, Indore (2003)",private,N,IT,,141428,875173,EWS,,7
335,"Indore Institute of Science & Technology, Indore (2003)",private,Y,IT,,72591,323289,FW/OP,,3
336,"Indore Institute of Science & Technology, Indore (2003)",private,N,IT,,666000,1097741,OBC/X/OP,,33
337,"Indore Institute of Science & Technology, Indore (2003)",private,N,IT,,1035402,1275494,SC/X/OP,,4
338,"Indore Institute of Science & Technology, Indore (2003)",private,N,IT,,1250334,1250334,ST/X/OP,,1
339,"Indore Institute of Science & Technology, Indore (2003)",private,N,IT,,209467,614475,UR/X/OP,,30
340,"Indore Institute of Science & Technology, Indore (2003)",private,N,MECH,,1209343,1209343,EWS,,1
341,"Indore Institute of Science & Technology, Indore (2003)",private,Y,MECH,,570541,752631,FW/OP,,2
342,"Indore Institute of Science & Technology, Indore (2003)",private,N,MECH,,1181330,1465868,OBC/X/OP,,8
343,"Indore Institute of Science & Technology, Indore (2003)",private,N,MECH,,1471574,1471574,SC/X/OP,,1
344,"Indore Institute of Science & Technology, Indore (2003)",private,N,MECH,,305778,1133688,UR/X/OP,,25
345,"Infinity Management & Engineering College, Sagar (2008)",private,N,AIML,,1090764,1090764,EWS,,1
346,"Infinity Management & Engineering College, Sagar (2008)",private,N,AIML,,675974,675974,UR/X/OP,,1
347,"Infinity Management & Engineering College, Sagar (2008)",private,Y,CSE,,566920,1391463,FW/OP,,3
348,"Infinity Management & Engineering College, Sagar (2008)",private,N,CSE,,1268936,1268936,UR/X/OP,,1
349,"Infinity Management & Engineering College, Sagar (2008)",private,N,MECH,,648991,648991,UR/X/OP,,1
350,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,114215,132251,EWS,Y,7
351,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,CE,,109400,122735,FW/OP,Y,3
352,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,178170,190300,OBC/X/F,Y,2
353,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,141641,150311,OBC/X/OP,Y,8
354,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,491347,539106,SC/X/F,Y,3
355,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,275895,505462,SC/X/OP,Y,9
356,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,698211,801529,ST/X/F,Y,3
357,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,636101,1052878,ST/X/OP,Y,11
358,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,141463,174838,UR/X/F,Y,9
359,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,79509,97753,UR/X/OP,AI,3
360,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CE,,86066,137571,UR/X/OP,Y,20
361,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,46376,54487,EWS,Y,15
362,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,CSE,,42629,47390,FW/OP,Y,6
363,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,95372,95372,JKM,N,1
364,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,424126,424126,JKR,N,1
365,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,739261,739261,OBC/D/OP,Y,1
366,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,67855,70902,OBC/X/F,Y,5
367,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,53451,55983,OBC/X/OP,Y,14
368,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,208656,271436,SC/X/F,Y,5
369,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,190508,235349,SC/X/OP,Y,18
370,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,414879,574718,ST/X/F,Y,6
371,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,366271,576358,ST/X/OP,Y,23
372,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,1044680,1044680,UR/D/F,Y,1
373,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,718912,718912,UR/D/OP,Y,1
374,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,45486,65724,UR/X/F,Y,16
375,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,29655,42100,UR/X/OP,AI,5
376,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,CSE,,28149,53158,UR/X/OP,Y,39
377,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,76500,78653,EWS,Y,7
378,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,EI,,72556,74998,FW/OP,Y,3
379,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,106337,107605,OBC/X/F,Y,2
380,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,85411,89751,OBC/X/OP,Y,8
381,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,385841,402064,SC/X/F,Y,3
382,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,323798,461287,SC/X/OP,Y,23
383,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,88055,92793,UR/X/F,Y,8
384,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,63413,67880,UR/X/OP,AI,3
385,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,EI,,72745,83112,UR/X/OP,Y,21
386,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,63631,75482,EWS,Y,15
387,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,ET,,63360,71093,FW/OP,Y,6
388,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,86368,89831,OBC/X/F,Y,4
389,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,76509,82069,OBC/X/OP,Y,16
390,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,349406,365582,SC/X/F,Y,5
391,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,247645,378772,SC/X/OP,Y,32
392,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,885546,1084366,ST/X/F,Y,5
393,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,786769,1200315,ST/X/OP,Y,10
394,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,867852,867852,UR/D/OP,Y,1
395,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,74497,85858,UR/X/F,Y,16
396,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,48782,62179,UR/X/OP,AI,6
397,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,ET,,58849,76368,UR/X/OP,Y,40
398,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,55471,61360,EWS,Y,15
399,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,IT,,47621,54518,FW/OP,Y,6
400,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,73809,81834,OBC/X/F,Y,5
401,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,62964,68504,OBC/X/OP,Y,15
402,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,275334,321380,SC/X/F,Y,5
403,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,242789,274205,SC/X/OP,Y,18
404,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,651671,831875,ST/X/F,Y,7
405,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,581153,812497,ST/X/OP,Y,22
406,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,744870,744870,UR/D/OP,Y,1
407,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,65887,73414,UR/X/F,Y,17
408,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,46556,52729,UR/X/OP,AI,6
409,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,IT,,53240,62618,UR/X/OP,Y,39
410,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,83218,105159,EWS,Y,7
411,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,Y,MECH,,93255,95782,FW/OP,Y,3
412,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,147467,154948,OBC/X/F,Y,3
413,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,107569,116558,OBC/X/OP,Y,7
414,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,586908,651515,SC/X/F,Y,3
415,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,385217,571688,SC/X/OP,Y,21
416,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,1070050,1070050,ST/X/F,Y,1
417,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,355922,355922,ST/X/OP,Y,1
418,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,99578,124415,UR/X/F,Y,8
419,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,76884,86075,UR/X/OP,AI,3
420,"Institute of Engineering and Technology, DAVV, Indore (1996)",S.F.I.,N,MECH,,84737,106922,UR/X/OP,Y,21
421,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CHEM,,872744,1256932,EWS,Y,3
422,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CHEM,,205588,210381,UR/X/OP,AI,2
423,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CHEM,,202915,1338435,UR/X/OP,Y,7
424,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,150558,450004,EWS,Y,7
425,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,Y,CSE,,152545,214214,FW/OP,Y,3
426,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,909548,909548,JKM,N,1
427,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,398423,451990,OBC/X/F,Y,2
428,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,429096,699479,OBC/X/OP,Y,31
429,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,454794,1166974,SC/X/OP,Y,3
430,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,82748,316667,UR/X/F,Y,8
431,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,128886,142077,UR/X/OP,AI,3
432,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,CSE,,99046,391844,UR/X/OP,Y,21
433,"Institute of Engineering Jiwaji University, Gwalior (1996)",S.F.I.,N,EL,,651642,680482,EWS,Y,3
